Base;Fecha;Año;Mes;Temperatura
Belgrano II;1/7/2005;2005;7;-20
Belgrano II;1/8/2005;2005;8;-19
Belgrano II;1/9/2005;2005;9;-15
Belgrano II;1/10/2005;2005;10;-12
Belgrano II;1/11/2005;2005;11;-10
Belgrano II;1/12/2005;2005;12;-7
Cámara;1/1/2005;2005;1;0
Cámara;1/2/2005;2005;2;-2
Cámara;1/3/2005;2005;3;-4
Cámara;1/4/2005;2005;4;-7
Cámara;1/5/2005;2005;5;-9
Cámara;1/6/2005;2005;6;-12
Cámara;1/7/2005;2005;7;-14
Cámara;1/8/2005;2005;8;-13
Cámara;1/9/2005;2005;9;-10
Cámara;1/10/2005;2005;10;-7
Cámara;1/11/2005;2005;11;-5
Cámara;1/12/2005;2005;12;-2
Decepción;1/1/2005;2005;1;-1
Decepción;1/2/2005;2005;2;-3
Decepción;1/3/2005;2005;3;-5
Decepción;1/4/2005;2005;4;-8
Decepción;1/5/2005;2005;5;-10
Decepción;1/6/2005;2005;6;-13
Decepción;1/7/2005;2005;7;-15
Decepción;1/8/2005;2005;8;-14
Decepción;1/9/2005;2005;9;-11
Decepción;1/10/2005;2005;10;-8
Decepción;1/11/2005;2005;11;-6
Decepción;1/12/2005;2005;12;-3
Primavera;1/1/2005;2005;1;1
Primavera;1/2/2005;2005;2;-1
Primavera;1/3/2005;2005;3;-3
Primavera;1/4/2005;2005;4;-6
Primavera;1/5/2005;2005;5;-8
Primavera;1/6/2005;2005;6;-11
Primavera;1/7/2005;2005;7;-13
Primavera;1/8/2005;2005;8;-12
Primavera;1/9/2005;2005;9;-9
Primavera;1/10/2005;2005;10;-6
Primavera;1/11/2005;2005;11;-4
Primavera;1/12/2005;2005;12;0
Melchior;1/1/2005;2005;1;-4
Melchior;1/2/2005;2005;2;-6
Melchior;1/3/2005;2005;3;-8
Melchior;1/4/2005;2005;4;-11
Melchior;1/5/2005;2005;5;-13
Melchior;1/6/2005;2005;6;-16
Melchior;1/7/2005;2005;7;-18
Melchior;1/8/2005;2005;8;-17
Melchior;1/9/2005;2005;9;-14
Melchior;1/10/2005;2005;10;-11
Melchior;1/11/2005;2005;11;-9
Melchior;1/12/2005;2005;12;-6
Brown;1/1/2005;2005;1;-5
Brown;1/2/2005;2005;2;-7
Brown;1/3/2005;2005;3;-9
Brown;1/4/2005;2005;4;-12
Brown;1/5/2005;2005;5;-14
Brown;1/6/2005;2005;6;-17
Brown;1/7/2005;2005;7;-19
Brown;1/8/2005;2005;8;-18
Brown;1/9/2005;2005;9;-15
Brown;1/10/2005;2005;10;-12
Brown;1/11/2005;2005;11;-10
Brown;1/12/2005;2005;12;-7
Petrel;1/1/2005;2005;1;-4
Petrel;1/2/2005;2005;2;-6
Petrel;1/3/2005;2005;3;-8
Petrel;1/4/2005;2005;4;-11
Petrel;1/5/2005;2005;5;-13
Petrel;1/6/2005;2005;6;-16
Petrel;1/7/2005;2005;7;-18
Petrel;1/8/2005;2005;8;-17
Petrel;1/9/2005;2005;9;-14
Petrel;1/10/2005;2005;10;-11
Petrel;1/11/2005;2005;11;-9
Petrel;1/12/2005;2005;12;-6
Matienzo;1/1/2005;2005;1;-2
Matienzo;1/2/2005;2005;2;-4
Matienzo;1/3/2005;2005;3;-6
Matienzo;1/4/2005;2005;4;-9
Matienzo;1/5/2005;2005;5;-11
Matienzo;1/6/2005;2005;6;-14
Matienzo;1/7/2005;2005;7;-16
Matienzo;1/8/2005;2005;8;-15
Matienzo;1/9/2005;2005;9;-12
Matienzo;1/10/2005;2005;10;-9
Matienzo;1/11/2005;2005;11;-7
Matienzo;1/12/2005;2005;12;-4
Esperanza;1/1/2006;2006;1;0
Esperanza;1/2/2006;2006;2;-2
Esperanza;1/3/2006;2006;3;-3
Esperanza;1/4/2006;2006;4;-6
Esperanza;1/5/2006;2006;5;-8
Esperanza;1/6/2006;2006;6;-11
Esperanza;1/7/2006;2006;7;-13
Esperanza;1/8/2006;2006;8;-12
Esperanza;1/9/2006;2006;9;-9
Esperanza;1/10/2006;2006;10;-6
Esperanza;1/11/2006;2006;11;-4
Esperanza;1/12/2006;2006;12;0
Marambio;1/1/2006;2006;1;-2
Marambio;1/2/2006;2006;2;-4
Marambio;1/3/2006;2006;3;-6
Marambio;1/4/2006;2006;4;-9
Marambio;1/5/2006;2006;5;-11
Marambio;1/6/2006;2006;6;-14
Marambio;1/7/2006;2006;7;-16
Marambio;1/8/2006;2006;8;-15
Marambio;1/9/2006;2006;9;-12
Marambio;1/10/2006;2006;10;-9
Marambio;1/11/2006;2006;11;-7
Marambio;1/12/2006;2006;12;-4
Orcadas;1/1/2006;2006;1;-3
Orcadas;1/2/2006;2006;2;-5
Orcadas;1/3/2006;2006;3;-7
Orcadas;1/4/2006;2006;4;-10
Orcadas;1/5/2006;2006;5;-12
Orcadas;1/6/2006;2006;6;-15
Orcadas;1/7/2006;2006;7;-17
Orcadas;1/8/2006;2006;8;-16
Orcadas;1/9/2006;2006;9;-13
Orcadas;1/10/2006;2006;10;-10
Orcadas;1/11/2006;2006;11;-8
Orcadas;1/12/2006;2006;12;-5
San Martín;1/1/2006;2006;1;2
San Martín;1/2/2006;2006;2;0
San Martín;1/3/2006;2006;3;-2
San Martín;1/4/2006;2006;4;-5
San Martín;1/5/2006;2006;5;-7
San Martín;1/6/2006;2006;6;-10
San Martín;1/7/2006;2006;7;-12
San Martín;1/8/2006;2006;8;-11
San Martín;1/9/2006;2006;9;-8
San Martín;1/10/2006;2006;10;-5
San Martín;1/11/2006;2006;11;-3
San Martín;1/12/2006;2006;12;1
Belgrano II;1/1/2006;2006;1;-6
Belgrano II;1/2/2006;2006;2;-8
Belgrano II;1/3/2006;2006;3;-10
Belgrano II;1/4/2006;2006;4;-13
Belgrano II;1/5/2006;2006;5;-15
Belgrano II;1/6/2006;2006;6;-18
Belgrano II;1/7/2006;2006;7;-20
Belgrano II;1/8/2006;2006;8;-19
Belgrano II;1/9/2006;2006;9;-15
Belgrano II;1/10/2006;2006;10;-12
Belgrano II;1/11/2006;2006;11;-10
Belgrano II;1/12/2006;2006;12;-7
Cámara;1/1/2006;2006;1;0
Cámara;1/2/2006;2006;2;-2
Cámara;1/3/2006;2006;3;-4
Cámara;1/4/2006;2006;4;-7
Cámara;1/5/2006;2006;5;-9
Cámara;1/6/2006;2006;6;-12
Cámara;1/7/2006;2006;7;-14
Cámara;1/8/2006;2006;8;-13
Cámara;1/9/2006;2006;9;-10
Cámara;1/10/2006;2006;10;-7
Cámara;1/11/2006;2006;11;-5
Cámara;1/12/2006;2006;12;-2
Decepción;1/1/2006;2006;1;-1
Decepción;1/2/2006;2006;2;-3
Decepción;1/3/2006;2006;3;-5
Decepción;1/4/2006;2006;4;-8
Decepción;1/5/2006;2006;5;-10
Decepción;1/6/2006;2006;6;-13
Decepción;1/7/2006;2006;7;-15
Decepción;1/8/2006;2006;8;-14
Decepción;1/9/2006;2006;9;-11
Decepción;1/10/2006;2006;10;-8
Decepción;1/11/2006;2006;11;-6
Decepción;1/12/2006;2006;12;-3
Primavera;1/1/2006;2006;1;1
Primavera;1/2/2006;2006;2;-1
Primavera;1/3/2006;2006;3;-3
Primavera;1/4/2006;2006;4;-6
Primavera;1/5/2006;2006;5;-8
Primavera;1/6/2006;2006;6;-11
Primavera;1/7/2006;2006;7;-13
Primavera;1/8/2006;2006;8;-12
Primavera;1/9/2006;2006;9;-9
Primavera;1/10/2006;2006;10;-6
Primavera;1/11/2006;2006;11;-4
Primavera;1/12/2006;2006;12;0
Melchior;1/1/2006;2006;1;-4
Melchior;1/2/2006;2006;2;-6
Melchior;1/3/2006;2006;3;-8
Melchior;1/4/2006;2006;4;-11
Melchior;1/5/2006;2006;5;-13
Melchior;1/6/2006;2006;6;-16
Melchior;1/7/2006;2006;7;-18
Melchior;1/8/2006;2006;8;-17
Melchior;1/9/2006;2006;9;-14
Melchior;1/10/2006;2006;10;-11
Melchior;1/11/2006;2006;11;-9
Melchior;1/12/2006;2006;12;-6
Brown;1/1/2006;2006;1;-5
Brown;1/2/2006;2006;2;-7
Brown;1/3/2006;2006;3;-9
Brown;1/4/2006;2006;4;-12
Brown;1/5/2006;2006;5;-14
Brown;1/6/2006;2006;6;-17
Brown;1/7/2006;2006;7;-19
Brown;1/8/2006;2006;8;-18
Brown;1/9/2006;2006;9;-15
Brown;1/10/2006;2006;10;-12
Brown;1/11/2006;2006;11;-10
Brown;1/12/2006;2006;12;-7
Petrel;1/1/2006;2006;1;-4
Petrel;1/2/2006;2006;2;-6
Petrel;1/3/2006;2006;3;-8
Petrel;1/4/2006;2006;4;-11
Petrel;1/5/2006;2006;5;-13
Petrel;1/6/2006;2006;6;-16
Petrel;1/7/2006;2006;7;-18
Petrel;1/8/2006;2006;8;-17
Petrel;1/9/2006;2006;9;-14
Petrel;1/10/2006;2006;10;-11
Petrel;1/11/2006;2006;11;-9
Petrel;1/12/2006;2006;12;-6
Matienzo;1/1/2006;2006;1;-2
Matienzo;1/2/2006;2006;2;-4
Matienzo;1/3/2006;2006;3;-6
Matienzo;1/4/2006;2006;4;-9
Matienzo;1/5/2006;2006;5;-11
Matienzo;1/6/2006;2006;6;-14
Matienzo;1/7/2006;2006;7;-16
Matienzo;1/8/2006;2006;8;-15
Matienzo;1/9/2006;2006;9;-12
Matienzo;1/10/2006;2006;10;-9
Matienzo;1/11/2006;2006;11;-7
Matienzo;1/12/2006;2006;12;-4
Carlini;1/1/2006;2006;1;0
Carlini;1/2/2006;2006;2;-2
Carlini;1/3/2006;2006;3;-4
Carlini;1/4/2006;2006;4;-7
Carlini;1/5/2006;2006;5;-9
Carlini;1/6/2006;2006;6;-12
Carlini;1/7/2006;2006;7;-14
Carlini;1/8/2006;2006;8;-13
Carlini;1/9/2006;2006;9;-10
Carlini;1/10/2006;2006;10;-7
Carlini;1/11/2006;2006;11;-5
Carlini;1/12/2006;2006;12;-2
Esperanza;1/1/2007;2007;1;1
Esperanza;1/2/2007;2007;2;-1
Esperanza;1/3/2007;2007;3;-3
Esperanza;1/4/2007;2007;4;-6
Esperanza;1/5/2007;2007;5;-8
Esperanza;1/6/2007;2007;6;-11
Esperanza;1/7/2007;2007;7;-13
Esperanza;1/8/2007;2007;8;-12
Esperanza;1/9/2007;2007;9;-9
Esperanza;1/10/2007;2007;10;-6
Esperanza;1/11/2007;2007;11;-4
Esperanza;1/12/2007;2007;12;0
Marambio;1/1/2007;2007;1;-2
Marambio;1/2/2007;2007;2;-4
Marambio;1/3/2007;2007;3;-6
Marambio;1/4/2007;2007;4;-9
Marambio;1/5/2007;2007;5;-11
Marambio;1/6/2007;2007;6;-14
Marambio;1/7/2007;2007;7;-16
Marambio;1/8/2007;2007;8;-15
Marambio;1/9/2007;2007;9;-12
Marambio;1/10/2007;2007;10;-9
Marambio;1/11/2007;2007;11;-7
Marambio;1/12/2007;2007;12;-4
Orcadas;1/1/2007;2007;1;-3
Orcadas;1/2/2007;2007;2;-5
Orcadas;1/3/2007;2007;3;-7
Orcadas;1/4/2007;2007;4;-10
Orcadas;1/5/2007;2007;5;-12
Orcadas;1/6/2007;2007;6;-15
Orcadas;1/7/2007;2007;7;-17
Orcadas;1/8/2007;2007;8;-16
Orcadas;1/9/2007;2007;9;-13
Orcadas;1/10/2007;2007;10;-10
Orcadas;1/11/2007;2007;11;-8
Orcadas;1/12/2007;2007;12;-5
San Martín;1/1/2007;2007;1;2
San Martín;1/2/2007;2007;2;0
San Martín;1/3/2007;2007;3;-2
San Martín;1/4/2007;2007;4;-5
San Martín;1/5/2007;2007;5;-7
San Martín;1/6/2007;2007;6;-10
San Martín;1/7/2007;2007;7;-12
San Martín;1/8/2007;2007;8;-11
San Martín;1/9/2007;2007;9;-8
San Martín;1/10/2007;2007;10;-5
San Martín;1/11/2007;2007;11;-3
San Martín;1/12/2007;2007;12;1
Belgrano II;1/1/2007;2007;1;-6
Belgrano II;1/2/2007;2007;2;-8
Belgrano II;1/3/2007;2007;3;-10
Belgrano II;1/4/2007;2007;4;-13
Belgrano II;1/5/2007;2007;5;-15
Belgrano II;1/6/2007;2007;6;-18
Belgrano II;1/7/2007;2007;7;-20
Belgrano II;1/8/2007;2007;8;-19
Belgrano II;1/9/2007;2007;9;-15
Belgrano II;1/10/2007;2007;10;-12
Belgrano II;1/11/2007;2007;11;-10
Belgrano II;1/12/2007;2007;12;-7
Cámara;1/1/2007;2007;1;0
Cámara;1/2/2007;2007;2;-2
Cámara;1/3/2007;2007;3;-4
Cámara;1/4/2007;2007;4;-7
Cámara;1/5/2007;2007;5;-9
Cámara;1/6/2007;2007;6;-12
Cámara;1/7/2007;2007;7;-14
Cámara;1/8/2007;2007;8;-13
Cámara;1/9/2007;2007;9;-10
Cámara;1/10/2007;2007;10;-7
Cámara;1/11/2007;2007;11;-5
Cámara;1/12/2007;2007;12;-2
Decepción;1/1/2007;2007;1;-1
Decepción;1/2/2007;2007;2;-3
Decepción;1/3/2007;2007;3;-5
Decepción;1/4/2007;2007;4;-8
Decepción;1/5/2007;2007;5;-10
Decepción;1/6/2007;2007;6;-13
Decepción;1/7/2007;2007;7;-15
Decepción;1/8/2007;2007;8;-14
Decepción;1/9/2007;2007;9;-11
Decepción;1/10/2007;2007;10;-8
Decepción;1/11/2007;2007;11;-6
Decepción;1/12/2007;2007;12;-3
Primavera;1/1/2007;2007;1;1
Primavera;1/2/2007;2007;2;-1
Primavera;1/3/2007;2007;3;-3
Primavera;1/4/2007;2007;4;-6
Primavera;1/5/2007;2007;5;-8
Primavera;1/6/2007;2007;6;-11
Primavera;1/7/2007;2007;7;-13
Primavera;1/8/2007;2007;8;-12
Primavera;1/9/2007;2007;9;-9
Primavera;1/10/2007;2007;10;-6
Primavera;1/11/2007;2007;11;-4
Primavera;1/12/2007;2007;12;0
Melchior;1/1/2007;2007;1;-4
Melchior;1/2/2007;2007;2;-6
Melchior;1/3/2007;2007;3;-8
Melchior;1/4/2007;2007;4;-11
Melchior;1/5/2007;2007;5;-13
Melchior;1/6/2007;2007;6;-16
Melchior;1/7/2007;2007;7;-18
Melchior;1/8/2007;2007;8;-17
Melchior;1/9/2007;2007;9;-14
Melchior;1/10/2007;2007;10;-11
Melchior;1/11/2007;2007;11;-9
Melchior;1/12/2007;2007;12;-6
Brown;1/1/2007;2007;1;-5
Brown;1/2/2007;2007;2;-7
Brown;1/3/2007;2007;3;-9
Brown;1/4/2007;2007;4;-12
Brown;1/5/2007;2007;5;-14
Brown;1/6/2007;2007;6;-17
Brown;1/7/2007;2007;7;-19
Brown;1/8/2007;2007;8;-18
Brown;1/9/2007;2007;9;-15
Brown;1/10/2007;2007;10;-12
Brown;1/11/2007;2007;11;-10
Brown;1/12/2007;2007;12;-7
Petrel;1/1/2007;2007;1;-4
Petrel;1/2/2007;2007;2;-6
Petrel;1/3/2007;2007;3;-8
Petrel;1/4/2007;2007;4;-11
Petrel;1/5/2007;2007;5;-13
Petrel;1/6/2007;2007;6;-16
Petrel;1/7/2007;2007;7;-18
Petrel;1/8/2007;2007;8;-17
Petrel;1/9/2007;2007;9;-14
Petrel;1/10/2007;2007;10;-11
Petrel;1/11/2007;2007;11;-9
Petrel;1/12/2007;2007;12;-6
Matienzo;1/1/2007;2007;1;-2
Matienzo;1/2/2007;2007;2;-4
Matienzo;1/3/2007;2007;3;-6
Matienzo;1/4/2007;2007;4;-9
Matienzo;1/5/2007;2007;5;-11
Matienzo;1/6/2007;2007;6;-14
Matienzo;1/7/2007;2007;7;-16
Matienzo;1/8/2007;2007;8;-15
Matienzo;1/9/2007;2007;9;-12
Matienzo;1/10/2007;2007;10;-9
Matienzo;1/11/2007;2007;11;-7
Matienzo;1/12/2007;2007;12;-4
Carlini;1/1/2007;2007;1;0
Carlini;1/2/2007;2007;2;-2
Carlini;1/3/2007;2007;3;-4
Carlini;1/4/2007;2007;4;-7
Carlini;1/5/2007;2007;5;-9
Carlini;1/6/2007;2007;6;-12
Carlini;1/7/2007;2007;7;-14
Carlini;1/8/2007;2007;8;-13
Carlini;1/9/2007;2007;9;-10
Carlini;1/10/2007;2007;10;-7
Carlini;1/11/2007;2007;11;-5
Carlini;1/12/2007;2007;12;-2
Esperanza;1/1/2008;2008;1;1
Esperanza;1/2/2008;2008;2;-1
Esperanza;1/3/2008;2008;3;-3
Esperanza;1/4/2008;2008;4;-6
Esperanza;1/5/2008;2008;5;-8
Esperanza;1/6/2008;2008;6;-11
Esperanza;1/7/2008;2008;7;-13
Esperanza;1/8/2008;2008;8;-12
Esperanza;1/9/2008;2008;9;-9
Esperanza;1/10/2008;2008;10;-6
Esperanza;1/11/2008;2008;11;-4
Esperanza;1/12/2008;2008;12;0
Marambio;1/1/2008;2008;1;-2
Marambio;1/2/2008;2008;2;-4
Marambio;1/3/2008;2008;3;-6
Marambio;1/4/2008;2008;4;-9
Marambio;1/5/2008;2008;5;-11
Marambio;1/6/2008;2008;6;-14
Marambio;1/7/2008;2008;7;-16
Marambio;1/8/2008;2008;8;-15
Marambio;1/9/2008;2008;9;-12
Marambio;1/10/2008;2008;10;-9
Marambio;1/11/2008;2008;11;-7
Marambio;1/12/2008;2008;12;-4
Orcadas;1/1/2008;2008;1;-3
Orcadas;1/2/2008;2008;2;-5
Orcadas;1/3/2008;2008;3;-7
Orcadas;1/4/2008;2008;4;-10
Orcadas;1/5/2008;2008;5;-12
Orcadas;1/6/2008;2008;6;-15
Orcadas;1/7/2008;2008;7;-17
Orcadas;1/8/2008;2008;8;-16
Orcadas;1/9/2008;2008;9;-13
Orcadas;1/10/2008;2008;10;-10
Orcadas;1/11/2008;2008;11;-8
Orcadas;1/12/2008;2008;12;-5
San Martín;1/1/2008;2008;1;2
San Martín;1/2/2008;2008;2;0
San Martín;1/3/2008;2008;3;-2
San Martín;1/4/2008;2008;4;-5
San Martín;1/5/2008;2008;5;-7
San Martín;1/6/2008;2008;6;-10
San Martín;1/7/2008;2008;7;-12
San Martín;1/8/2008;2008;8;-11
San Martín;1/9/2008;2008;9;-8
San Martín;1/10/2008;2008;10;-5
San Martín;1/11/2008;2008;11;-3
San Martín;1/12/2008;2008;12;1
Belgrano II;1/1/2008;2008;1;-6
Belgrano II;1/2/2008;2008;2;-8
Belgrano II;1/3/2008;2008;3;-10
Belgrano II;1/4/2008;2008;4;-13
Belgrano II;1/5/2008;2008;5;-15
Belgrano II;1/6/2008;2008;6;-18
Belgrano II;1/7/2008;2008;7;-20
Belgrano II;1/8/2008;2008;8;-19
Belgrano II;1/9/2008;2008;9;-15
Belgrano II;1/10/2008;2008;10;-12
Belgrano II;1/11/2008;2008;11;-10
Belgrano II;1/12/2008;2008;12;-7
Cámara;1/1/2008;2008;1;0
Cámara;1/2/2008;2008;2;-2
Cámara;1/3/2008;2008;3;-4
Cámara;1/4/2008;2008;4;-7
Cámara;1/5/2008;2008;5;-9
Cámara;1/6/2008;2008;6;-12
Cámara;1/7/2008;2008;7;-14
Cámara;1/8/2008;2008;8;-13
Cámara;1/9/2008;2008;9;-10
Cámara;1/10/2008;2008;10;-7
Cámara;1/11/2008;2008;11;-5
Cámara;1/12/2008;2008;12;-2
Decepción;1/1/2008;2008;1;-1
Decepción;1/2/2008;2008;2;-3
Decepción;1/3/2008;2008;3;-5
Decepción;1/4/2008;2008;4;-8
Decepción;1/5/2008;2008;5;-10
Decepción;1/6/2008;2008;6;-13
Decepción;1/7/2008;2008;7;-15
Decepción;1/8/2008;2008;8;-14
Decepción;1/9/2008;2008;9;-11
Decepción;1/10/2008;2008;10;-8
Decepción;1/11/2008;2008;11;-6
Decepción;1/12/2008;2008;12;-3
Primavera;1/1/2008;2008;1;1
Primavera;1/2/2008;2008;2;-1
Primavera;1/3/2008;2008;3;-3
Primavera;1/4/2008;2008;4;-6
Primavera;1/5/2008;2008;5;-8
Primavera;1/6/2008;2008;6;-11
Primavera;1/7/2008;2008;7;-13
Primavera;1/8/2008;2008;8;-12
Primavera;1/9/2008;2008;9;-9
Primavera;1/10/2008;2008;10;-6
Primavera;1/11/2008;2008;11;-4
Primavera;1/12/2008;2008;12;0
Melchior;1/1/2008;2008;1;-4
Melchior;1/2/2008;2008;2;-6
Melchior;1/3/2008;2008;3;-8
Melchior;1/4/2008;2008;4;-11
Melchior;1/5/2008;2008;5;-13
Melchior;1/6/2008;2008;6;-16
Melchior;1/7/2008;2008;7;-18
Melchior;1/8/2008;2008;8;-17
Melchior;1/9/2008;2008;9;-14
Melchior;1/10/2008;2008;10;-11
Melchior;1/11/2008;2008;11;-9
Melchior;1/12/2008;2008;12;-6
Brown;1/1/2008;2008;1;-5
Brown;1/2/2008;2008;2;-7
Brown;1/3/2008;2008;3;-9
Brown;1/4/2008;2008;4;-12
Brown;1/5/2008;2008;5;-14
Brown;1/6/2008;2008;6;-17
Brown;1/7/2008;2008;7;-19
Brown;1/8/2008;2008;8;-18
Brown;1/9/2008;2008;9;-15
Brown;1/10/2008;2008;10;-12
Brown;1/11/2008;2008;11;-10
Brown;1/12/2008;2008;12;-7
Petrel;1/1/2008;2008;1;-4
Petrel;1/2/2008;2008;2;-6
Petrel;1/3/2008;2008;3;-8
Petrel;1/4/2008;2008;4;-11
Petrel;1/5/2008;2008;5;-13
Petrel;1/6/2008;2008;6;-16
Petrel;1/7/2008;2008;7;-18
Petrel;1/8/2008;2008;8;-17
Petrel;1/9/2008;2008;9;-14
Petrel;1/10/2008;2008;10;-11
Petrel;1/11/2008;2008;11;-9
Petrel;1/12/2008;2008;12;-6
Matienzo;1/1/2008;2008;1;-2
Matienzo;1/2/2008;2008;2;-4
Matienzo;1/3/2008;2008;3;-6
Matienzo;1/4/2008;2008;4;-9
Matienzo;1/5/2008;2008;5;-11
Matienzo;1/6/2008;2008;6;-14
Matienzo;1/7/2008;2008;7;-16
Matienzo;1/8/2008;2008;8;-15
Matienzo;1/9/2008;2008;9;-12
Matienzo;1/10/2008;2008;10;-9
Matienzo;1/11/2008;2008;11;-7
Matienzo;1/12/2008;2008;12;-4
Carlini;1/1/2008;2008;1;0
Carlini;1/2/2008;2008;2;-2
Carlini;1/3/2008;2008;3;-4
Carlini;1/4/2008;2008;4;-7
Carlini;1/5/2008;2008;5;-9
Carlini;1/6/2008;2008;6;-12
Carlini;1/7/2008;2008;7;-14
Carlini;1/8/2008;2008;8;-13
Carlini;1/9/2008;2008;9;-10
Carlini;1/10/2008;2008;10;-7
Carlini;1/11/2008;2008;11;-5
Carlini;1/12/2008;2008;12;-2
Esperanza;1/1/2009;2009;1;1
Esperanza;1/2/2009;2009;2;-1
Esperanza;1/3/2009;2009;3;-3
Esperanza;1/4/2009;2009;4;-6
Esperanza;1/5/2009;2009;5;-8
Esperanza;1/6/2009;2009;6;-11
Esperanza;1/7/2009;2009;7;-13
Esperanza;1/8/2009;2009;8;-12
Esperanza;1/9/2009;2009;9;-9
Esperanza;1/10/2009;2009;10;-6
Esperanza;1/11/2009;2009;11;-4
Esperanza;1/12/2009;2009;12;0
Marambio;1/1/2009;2009;1;-2
Marambio;1/2/2009;2009;2;-4
Marambio;1/3/2009;2009;3;-6
Marambio;1/4/2009;2009;4;-9
Marambio;1/5/2009;2009;5;-11
Marambio;1/6/2009;2009;6;-14
Marambio;1/7/2009;2009;7;-16
Marambio;1/8/2009;2009;8;-15
Marambio;1/9/2009;2009;9;-12
Marambio;1/10/2009;2009;10;-9
Marambio;1/11/2009;2009;11;-7
Marambio;1/12/2009;2009;12;-4
Orcadas;1/1/2009;2009;1;-3
Orcadas;1/2/2009;2009;2;-5
Orcadas;1/3/2009;2009;3;-7
Orcadas;1/4/2009;2009;4;-10
Orcadas;1/5/2009;2009;5;-12
Orcadas;1/6/2009;2009;6;-15
Orcadas;1/7/2009;2009;7;-17
Orcadas;1/8/2009;2009;8;-16
Orcadas;1/9/2009;2009;9;-13
Orcadas;1/10/2009;2009;10;-10
Orcadas;1/11/2009;2009;11;-8
Orcadas;1/12/2009;2009;12;-5
San Martín;1/1/2009;2009;1;2
San Martín;1/2/2009;2009;2;0
San Martín;1/3/2009;2009;3;-2
San Martín;1/4/2009;2009;4;-5
San Martín;1/5/2009;2009;5;-7
San Martín;1/6/2009;2009;6;-10
San Martín;1/7/2009;2009;7;-12
San Martín;1/8/2009;2009;8;-11
San Martín;1/9/2009;2009;9;-8
San Martín;1/10/2009;2009;10;-5
San Martín;1/11/2009;2009;11;-3
San Martín;1/12/2009;2009;12;1
Belgrano II;1/1/2009;2009;1;-6
Belgrano II;1/2/2009;2009;2;-8
Belgrano II;1/3/2009;2009;3;-10
Belgrano II;1/4/2009;2009;4;-13
Belgrano II;1/5/2009;2009;5;-15
Belgrano II;1/6/2009;2009;6;-18
Belgrano II;1/7/2009;2009;7;-20
Belgrano II;1/8/2009;2009;8;-19
Belgrano II;1/9/2009;2009;9;-15
Belgrano II;1/10/2009;2009;10;-12
Belgrano II;1/11/2009;2009;11;-10
Belgrano II;1/12/2009;2009;12;-7
Cámara;1/1/2009;2009;1;0
Cámara;1/2/2009;2009;2;-2
Cámara;1/3/2009;2009;3;-4
Cámara;1/4/2009;2009;4;-7
Cámara;1/5/2009;2009;5;-9
Cámara;1/6/2009;2009;6;-12
Cámara;1/7/2009;2009;7;-14
Cámara;1/8/2009;2009;8;-13
Cámara;1/9/2009;2009;9;-10
Cámara;1/10/2009;2009;10;-7
Cámara;1/11/2009;2009;11;-5
Cámara;1/12/2009;2009;12;-2
Decepción;1/1/2009;2009;1;-1
Decepción;1/2/2009;2009;2;-3
Decepción;1/3/2009;2009;3;-5
Decepción;1/4/2009;2009;4;-8
Decepción;1/5/2009;2009;5;-10
Decepción;1/6/2009;2009;6;-13
Decepción;1/7/2009;2009;7;-15
Decepción;1/8/2009;2009;8;-14
Decepción;1/9/2009;2009;9;-11
Decepción;1/10/2009;2009;10;-8
Decepción;1/11/2009;2009;11;-6
Decepción;1/12/2009;2009;12;-3
Primavera;1/1/2009;2009;1;1
Primavera;1/2/2009;2009;2;-1
Primavera;1/3/2009;2009;3;-3
Primavera;1/4/2009;2009;4;-6
Primavera;1/5/2009;2009;5;-8
Primavera;1/6/2009;2009;6;-11
Primavera;1/7/2009;2009;7;-13
Primavera;1/8/2009;2009;8;-12
Primavera;1/9/2009;2009;9;-9
Primavera;1/10/2009;2009;10;-6
Primavera;1/11/2009;2009;11;-4
Primavera;1/12/2009;2009;12;0
Melchior;1/1/2009;2009;1;-4
Melchior;1/2/2009;2009;2;-6
Melchior;1/3/2009;2009;3;-8
Melchior;1/4/2009;2009;4;-11
Melchior;1/5/2009;2009;5;-13
Melchior;1/6/2009;2009;6;-16
Melchior;1/7/2009;2009;7;-18
Melchior;1/8/2009;2009;8;-17
Melchior;1/9/2009;2009;9;-14
Melchior;1/10/2009;2009;10;-11
Melchior;1/11/2009;2009;11;-9
Melchior;1/12/2009;2009;12;-6
Brown;1/1/2009;2009;1;-5
Brown;1/2/2009;2009;2;-7
Brown;1/3/2009;2009;3;-9
Brown;1/4/2009;2009;4;-12
Brown;1/5/2009;2009;5;-14
Brown;1/6/2009;2009;6;-17
Brown;1/7/2009;2009;7;-19
Brown;1/8/2009;2009;8;-18
Brown;1/9/2009;2009;9;-15
Brown;1/10/2009;2009;10;-12
Brown;1/11/2009;2009;11;-10
Brown;1/12/2009;2009;12;-7
Petrel;1/1/2009;2009;1;-4
Petrel;1/2/2009;2009;2;-6
Petrel;1/3/2009;2009;3;-8
Petrel;1/4/2009;2009;4;-11
Petrel;1/5/2009;2009;5;-13
Petrel;1/6/2009;2009;6;-16
Petrel;1/7/2009;2009;7;-18
Petrel;1/8/2009;2009;8;-17
Petrel;1/9/2009;2009;9;-14
Petrel;1/10/2009;2009;10;-11
Petrel;1/11/2009;2009;11;-9
Petrel;1/12/2009;2009;12;-6
Matienzo;1/1/2009;2009;1;-2
